Time;EUA_CO2 [Euro/t]
10-03-2021 00:00;41.47
11-03-2021 00:00;42.34
12-03-2021 00:00;41.89
13-03-2021 00:00;41.89
14-03-2021 00:00;41.89
15-03-2021 00:00;42.3
16-03-2021 00:00;41.47
17-03-2021 00:00;41.55
18-03-2021 00:00;42.28
19-03-2021 00:00;41.34
20-03-2021 00:00;41.34
21-03-2021 00:00;41.34
22-03-2021 00:00;42.39
23-03-2021 00:00;41.32
24-03-2021 00:00;41.49
25-03-2021 00:00;39.62
26-03-2021 00:00;41.4
27-03-2021 00:00;41.4
28-03-2021 00:00;41.4
29-03-2021 00:00;41.12
30-03-2021 00:00;42.26
31-03-2021 00:00;42.45
01-04-2021 00:00;42.38
02-04-2021 00:00;42.38
03-04-2021 00:00;42.38
04-04-2021 00:00;42.38
05-04-2021 00:00;42.38
06-04-2021 00:00;44.15
07-04-2021 00:00;43.76
08-04-2021 00:00;43.57
09-04-2021 00:00;43.44
10-04-2021 00:00;43.44
11-04-2021 00:00;43.44
12-04-2021 00:00;44.31
13-04-2021 00:00;44.3
14-04-2021 00:00;43.65
15-04-2021 00:00;44.17
16-04-2021 00:00;44.34
17-04-2021 00:00;44.34
18-04-2021 00:00;44.34
19-04-2021 00:00;43.86
20-04-2021 00:00;43.89
21-04-2021 00:00;45.77
22-04-2021 00:00;46.7
23-04-2021 00:00;46.35
24-04-2021 00:00;46.35
25-04-2021 00:00;46.35
26-04-2021 00:00;47.4
27-04-2021 00:00;47.2
28-04-2021 00:00;47.95
29-04-2021 00:00;47.91
30-04-2021 00:00;47.9
01-05-2021 00:00;47.9
02-05-2021 00:00;47.9
03-05-2021 00:00;49.34
04-05-2021 00:00;48.6
05-05-2021 00:00;48.63
06-05-2021 00:00;49.44
07-05-2021 00:00;50.12
08-05-2021 00:00;50.12
09-05-2021 00:00;50.12
10-05-2021 00:00;51.76
11-05-2021 00:00;51.5
12-05-2021 00:00;54.72
13-05-2021 00:00;53.8
14-05-2021 00:00;55.87
15-05-2021 00:00;55.87
16-05-2021 00:00;55.87
20-06-2021 00:00;51.58
21-06-2021 00:00;52.33
22-06-2021 00:00;53.29
23-06-2021 00:00;54.4
24-06-2021 00:00;54.69
25-06-2021 00:00;54.9
26-06-2021 00:00;54.9
27-06-2021 00:00;54.9
28-06-2021 00:00;55.62
29-06-2021 00:00;55.35
30-06-2021 00:00;56.0
01-07-2021 00:00;57.5
02-07-2021 00:00;56.99
03-07-2021 00:00;56.99
04-07-2021 00:00;56.99
05-07-2021 00:00;57.7
06-07-2021 00:00;52.95
07-07-2021 00:00;52.45
08-07-2021 00:00;51.95
09-07-2021 00:00;53.8
10-07-2021 00:00;53.8
11-07-2021 00:00;53.8
12-07-2021 00:00;51.9
13-07-2021 00:00;53.05
14-07-2021 00:00;52.51
15-07-2021 00:00;52.81
16-07-2021 00:00;52.78
17-07-2021 00:00;52.78
18-07-2021 00:00;52.78
19-07-2021 00:00;52.5
20-07-2021 00:00;51.11
21-07-2021 00:00;51.95
22-07-2021 00:00;50.55
23-07-2021 00:00;50.0
24-07-2021 00:00;50.0
25-07-2021 00:00;50.0
26-07-2021 00:00;53.19
27-07-2021 00:00;52.86
28-07-2021 00:00;53.52
29-07-2021 00:00;54.02
30-07-2021 00:00;53.17
31-07-2021 00:00;53.17
01-08-2021 00:00;53.17
02-08-2021 00:00;54.36
03-08-2021 00:00;53.98
04-08-2021 00:00;55.5
05-08-2021 00:00;56.11
06-08-2021 00:00;56.79
07-08-2021 00:00;56.79
08-08-2021 00:00;56.79
09-08-2021 00:00;56.39
10-08-2021 00:00;56.76
11-08-2021 00:00;57.38
12-08-2021 00:00;55.89
13-08-2021 00:00;55.78
14-08-2021 00:00;55.78
15-08-2021 00:00;55.78
16-08-2021 00:00;57.7
17-08-2021 00:00;57.05
18-08-2021 00:00;55.4
19-08-2021 00:00;53.3
20-08-2021 00:00;54.35
21-08-2021 00:00;54.35
22-08-2021 00:00;54.35
23-08-2021 00:00;55.55
24-08-2021 00:00;56.66
25-08-2021 00:00;56.03
26-08-2021 00:00;55.7
27-08-2021 00:00;58.2
28-08-2021 00:00;58.2
29-08-2021 00:00;58.2
30-08-2021 00:00;60.67
31-08-2021 00:00;60.54
01-09-2021 00:00;59.8
02-09-2021 00:00;61.3
03-09-2021 00:00;61.52
04-09-2021 00:00;61.52
05-09-2021 00:00;61.52
06-09-2021 00:00;62.3
07-09-2021 00:00;61.95
08-09-2021 00:00;62.53
09-09-2021 00:00;62.66
10-09-2021 00:00;60.75
11-09-2021 00:00;60.75
16-10-2021 00:00;59.2
17-10-2021 00:00;59.2
18-10-2021 00:00;57.6
19-10-2021 00:00;54.97
20-10-2021 00:00;57.97
21-10-2021 00:00;57.8
22-10-2021 00:00;58.3
23-10-2021 00:00;58.3
24-10-2021 00:00;58.3
25-10-2021 00:00;59.15
26-10-2021 00:00;59.89
27-10-2021 00:00;60.6
28-10-2021 00:00;58.43
29-10-2021 00:00;58.44
30-10-2021 00:00;58.44
31-10-2021 00:00;58.44
01-11-2021 00:00;57.25
02-11-2021 00:00;59.37
03-11-2021 00:00;59.9
04-11-2021 00:00;59.76
05-11-2021 00:00;59.45
06-11-2021 00:00;59.45
07-11-2021 00:00;59.45
08-11-2021 00:00;60.5
09-11-2021 00:00;60.41
10-11-2021 00:00;63.02
11-11-2021 00:00;63.65
12-11-2021 00:00;63.37
13-11-2021 00:00;63.37
14-11-2021 00:00;63.37
15-11-2021 00:00;66.78
16-11-2021 00:00;67.53
17-11-2021 00:00;66.92
18-11-2021 00:00;68.98
19-11-2021 00:00;69.31
20-11-2021 00:00;69.31
21-11-2021 00:00;69.31
22-11-2021 00:00;69.5
23-11-2021 00:00;69.3
24-11-2021 00:00;72.5
25-11-2021 00:00;74.38
26-11-2021 00:00;73.8
27-11-2021 00:00;73.8
28-11-2021 00:00;73.8
29-11-2021 00:00;74.5
30-11-2021 00:00;75.0
01-12-2021 00:00;76.34
02-12-2021 00:00;79.35
03-12-2021 00:00;78.7
04-12-2021 00:00;78.7
05-12-2021 00:00;78.7
06-12-2021 00:00;81.4
07-12-2021 00:00;84.79
08-12-2021 00:00;88.0
09-12-2021 00:00;83.71
10-12-2021 00:00;82.29
11-12-2021 00:00;82.29
12-12-2021 00:00;82.29
13-12-2021 00:00;83.77
14-12-2021 00:00;79.76
15-12-2021 00:00;80.63
16-12-2021 00:00;82.41
17-12-2021 00:00;82.0
18-12-2021 00:00;82.0
19-12-2021 00:00;82.0
20-12-2021 00:00;79.07
21-12-2021 00:00;79.75
22-12-2021 00:00;76.4
23-12-2021 00:00;74.14
24-12-2021 00:00;73.92
25-12-2021 00:00;73.92
26-12-2021 00:00;73.92
27-12-2021 00:00;75.87
28-12-2021 00:00;78.0
29-12-2021 00:00;78.46
30-12-2021 00:00;79.51
31-12-2021 00:00;79.51
01-01-2022 00:00;79.51
02-01-2022 00:00;79.51
03-01-2022 00:00;81.62
04-01-2022 00:00;86.1
05-01-2022 00:00;86.66
06-01-2022 00:00;86.5
07-01-2022 00:00;85.5
11-02-2022 00:00;92.18
12-02-2022 00:00;92.18
13-02-2022 00:00;92.18
14-02-2022 00:00;91.0
15-02-2022 00:00;89.88
16-02-2022 00:00;89.3
17-02-2022 00:00;86.28
18-02-2022 00:00;88.7
19-02-2022 00:00;88.7
20-02-2022 00:00;88.7
21-02-2022 00:00;89.29
22-02-2022 00:00;89.35
23-02-2022 00:00;93.75
24-02-2022 00:00;86.5
25-02-2022 00:00;87.63
26-02-2022 00:00;87.63
27-02-2022 00:00;87.63
28-02-2022 00:00;81.38
01-03-2022 00:00;69.48
02-03-2022 00:00;68.5
03-03-2022 00:00;66.0
04-03-2022 00:00;65.2
05-03-2022 00:00;65.2
06-03-2022 00:00;65.2
07-03-2022 00:00;57.5
08-03-2022 00:00;65.87
09-03-2022 00:00;70.07
10-03-2022 00:00;74.94
11-03-2022 00:00;76.54
12-03-2022 00:00;76.54
13-03-2022 00:00;76.54
14-03-2022 00:00;77.38
15-03-2022 00:00;75.75
16-03-2022 00:00;75.4
17-03-2022 00:00;76.48
18-03-2022 00:00;78.8
19-03-2022 00:00;78.8
20-03-2022 00:00;78.8
21-03-2022 00:00;77.64
22-03-2022 00:00;79.3
23-03-2022 00:00;76.0
24-03-2022 00:00;76.5
25-03-2022 00:00;77.25
26-03-2022 00:00;77.25
27-03-2022 00:00;77.25
28-03-2022 00:00;80.65
29-03-2022 00:00;80.99
30-03-2022 00:00;79.4
31-03-2022 00:00;76.6
01-04-2022 00:00;77.85
02-04-2022 00:00;77.85
03-04-2022 00:00;77.85
04-04-2022 00:00;77.67
05-04-2022 00:00;78.13
06-04-2022 00:00;76.85
07-04-2022 00:00;76.4
08-04-2022 00:00;79.8
09-04-2022 00:00;79.8
10-04-2022 00:00;79.8
11-04-2022 00:00;77.5
12-04-2022 00:00;78.07
13-04-2022 00:00;77.2
14-04-2022 00:00;79.44
15-04-2022 00:00;79.44
16-04-2022 00:00;79.44
17-04-2022 00:00;79.44
18-04-2022 00:00;79.44
19-04-2022 00:00;80.34
20-04-2022 00:00;84.7
21-04-2022 00:00;86.25
22-04-2022 00:00;88.6
23-04-2022 00:00;88.6
24-04-2022 00:00;88.6
25-04-2022 00:00;83.4
26-04-2022 00:00;82.15
27-04-2022 00:00;81.25
28-04-2022 00:00;81.0
29-04-2022 00:00;84.04
30-04-2022 00:00;84.04
01-05-2022 00:00;84.04
02-05-2022 00:00;82.1
03-05-2022 00:00;84.0
04-05-2022 00:00;86.5
05-05-2022 00:00;89.22
09-06-2022 00:00;81.35
10-06-2022 00:00;81.4
11-06-2022 00:00;81.4
12-06-2022 00:00;81.4
13-06-2022 00:00;79.85
14-06-2022 00:00;82.85
15-06-2022 00:00;86.0
16-06-2022 00:00;82.1
17-06-2022 00:00;81.75
18-06-2022 00:00;81.75
19-06-2022 00:00;81.75
20-06-2022 00:00;82.75
21-06-2022 00:00;84.56
22-06-2022 00:00;81.0
23-06-2022 00:00;83.22
24-06-2022 00:00;82.8
25-06-2022 00:00;82.8
26-06-2022 00:00;82.8
27-06-2022 00:00;84.75
28-06-2022 00:00;84.4
29-06-2022 00:00;87.7
30-06-2022 00:00;87.6
01-07-2022 00:00;85.0
02-07-2022 00:00;85.0
03-07-2022 00:00;85.0
04-07-2022 00:00;84.41
05-07-2022 00:00;82.45
06-07-2022 00:00;82.99
07-07-2022 00:00;84.3
08-07-2022 00:00;82.6
09-07-2022 00:00;82.6
10-07-2022 00:00;82.6
11-07-2022 00:00;83.5
12-07-2022 00:00;83.5
13-07-2022 00:00;83.35
14-07-2022 00:00;83.2
15-07-2022 00:00;83.8
16-07-2022 00:00;83.8
17-07-2022 00:00;83.8
18-07-2022 00:00;84.25
19-07-2022 00:00;83.1
20-07-2022 00:00;78.5
21-07-2022 00:00;78.5
22-07-2022 00:00;75.76
23-07-2022 00:00;75.76
24-07-2022 00:00;75.76
25-07-2022 00:00;76.2
26-07-2022 00:00;76.2
27-07-2022 00:00;76.1
28-07-2022 00:00;78.21
29-07-2022 00:00;77.45
30-07-2022 00:00;77.45
31-07-2022 00:00;77.45
01-08-2022 00:00;80.15
02-08-2022 00:00;81.61
03-08-2022 00:00;83.5
04-08-2022 00:00;84.0
05-08-2022 00:00;84.32
06-08-2022 00:00;84.32
07-08-2022 00:00;84.32
08-08-2022 00:00;83.5
09-08-2022 00:00;84.74
10-08-2022 00:00;85.0
11-08-2022 00:00;87.16
12-08-2022 00:00;88.35
13-08-2022 00:00;88.35
14-08-2022 00:00;88.35
15-08-2022 00:00;89.25
16-08-2022 00:00;91.62
17-08-2022 00:00;94.63
18-08-2022 00:00;95.98
19-08-2022 00:00;97.49
20-08-2022 00:00;97.49
21-08-2022 00:00;97.49
22-08-2022 00:00;90.89
23-08-2022 00:00;89.0
24-08-2022 00:00;89.0
25-08-2022 00:00;88.05
26-08-2022 00:00;88.4
27-08-2022 00:00;88.4
28-08-2022 00:00;88.4
29-08-2022 00:00;85.8
30-08-2022 00:00;79.8
31-08-2022 00:00;80.3
05-10-2022 00:00;66.69
06-10-2022 00:00;69.04
07-10-2022 00:00;68.25
08-10-2022 00:00;68.25
09-10-2022 00:00;68.25
10-10-2022 00:00;66.81
11-10-2022 00:00;65.75
12-10-2022 00:00;65.7
13-10-2022 00:00;68.61
14-10-2022 00:00;67.0
15-10-2022 00:00;67.0
16-10-2022 00:00;67.0
17-10-2022 00:00;67.52
18-10-2022 00:00;66.43
19-10-2022 00:00;66.87
20-10-2022 00:00;66.49
21-10-2022 00:00;67.45
22-10-2022 00:00;67.45
23-10-2022 00:00;67.45
24-10-2022 00:00;72.11
25-10-2022 00:00;74.92
26-10-2022 00:00;74.99
27-10-2022 00:00;78.59
28-10-2022 00:00;80.58
29-10-2022 00:00;80.58
30-10-2022 00:00;80.58
31-10-2022 00:00;79.3
01-11-2022 00:00;76.7
02-11-2022 00:00;76.22
03-11-2022 00:00;75.3
04-11-2022 00:00;76.32
05-11-2022 00:00;76.32
06-11-2022 00:00;76.32
07-11-2022 00:00;76.9
08-11-2022 00:00;75.7
09-11-2022 00:00;72.55
10-11-2022 00:00;72.99
11-11-2022 00:00;73.9
12-11-2022 00:00;73.9
13-11-2022 00:00;73.9
14-11-2022 00:00;74.75
15-11-2022 00:00;74.4
16-11-2022 00:00;73.35
17-11-2022 00:00;72.8
18-11-2022 00:00;72.5
19-11-2022 00:00;72.5
20-11-2022 00:00;72.5
21-11-2022 00:00;74.37
22-11-2022 00:00;73.5
23-11-2022 00:00;75.8
24-11-2022 00:00;78.4
25-11-2022 00:00;78.1
26-11-2022 00:00;78.1
27-11-2022 00:00;78.1
28-11-2022 00:00;78.5
29-11-2022 00:00;81.14
30-11-2022 00:00;84.1
01-12-2022 00:00;85.06
02-12-2022 00:00;87.95
03-12-2022 00:00;87.95
04-12-2022 00:00;87.95
05-12-2022 00:00;87.5
06-12-2022 00:00;87.5
07-12-2022 00:00;87.67
08-12-2022 00:00;88.5
09-12-2022 00:00;87.28
10-12-2022 00:00;87.28
11-12-2022 00:00;87.28
12-12-2022 00:00;89.78
13-12-2022 00:00;87.7
14-12-2022 00:00;86.69
15-12-2022 00:00;85.3
16-12-2022 00:00;83.31
17-12-2022 00:00;83.31
18-12-2022 00:00;83.31
19-12-2022 00:00;83.3
20-12-2022 00:00;86.04
21-12-2022 00:00;85.1
22-12-2022 00:00;85.98
23-12-2022 00:00;85.5
24-12-2022 00:00;85.5
25-12-2022 00:00;85.5
26-12-2022 00:00;85.5
27-12-2022 00:00;85.65
31-01-2023 00:00;90.0
01-02-2023 00:00;91.69
02-02-2023 00:00;88.83
03-02-2023 00:00;90.5
04-02-2023 00:00;90.5
05-02-2023 00:00;90.5
06-02-2023 00:00;87.7
07-02-2023 00:00;86.5
08-02-2023 00:00;86.9
09-02-2023 00:00;89.5
10-02-2023 00:00;89.93
11-02-2023 00:00;89.93
12-02-2023 00:00;89.93
13-02-2023 00:00;89.9
14-02-2023 00:00;88.99
15-02-2023 00:00;91.52
16-02-2023 00:00;93.86
17-02-2023 00:00;92.62
18-02-2023 00:00;92.62
19-02-2023 00:00;92.62
20-02-2023 00:00;94.74
21-02-2023 00:00;97.5
22-02-2023 00:00;92.8
23-02-2023 00:00;94.26
24-02-2023 00:00;95.0
25-02-2023 00:00;95.0
26-02-2023 00:00;95.0
27-02-2023 00:00;96.85
28-02-2023 00:00;96.37
01-03-2023 00:00;93.8
02-03-2023 00:00;89.7
03-03-2023 00:00;88.97
04-03-2023 00:00;88.97
05-03-2023 00:00;88.97
06-03-2023 00:00;89.0
07-03-2023 00:00;92.7
08-03-2023 00:00;94.8
09-03-2023 00:00;93.89
10-03-2023 00:00;95.4
11-03-2023 00:00;95.4
12-03-2023 00:00;95.4
13-03-2023 00:00;93.0
14-03-2023 00:00;90.0
15-03-2023 00:00;86.5
16-03-2023 00:00;84.92
17-03-2023 00:00;83.5
18-03-2023 00:00;83.5
19-03-2023 00:00;83.5
20-03-2023 00:00;84.9
21-03-2023 00:00;86.85
22-03-2023 00:00;85.8
23-03-2023 00:00;89.81
24-03-2023 00:00;85.76
25-03-2023 00:00;85.76
26-03-2023 00:00;85.76
27-03-2023 00:00;84.67
28-03-2023 00:00;86.2
29-03-2023 00:00;87.0
30-03-2023 00:00;86.9
31-03-2023 00:00;88.55
01-04-2023 00:00;88.55
02-04-2023 00:00;88.55
03-04-2023 00:00;93.04
04-04-2023 00:00;92.55
05-04-2023 00:00;93.4
06-04-2023 00:00;93.9
07-04-2023 00:00;93.9
08-04-2023 00:00;93.9
09-04-2023 00:00;93.9
10-04-2023 00:00;93.9
11-04-2023 00:00;94.9
12-04-2023 00:00;92.85
13-04-2023 00:00;91.85
14-04-2023 00:00;91.41
15-04-2023 00:00;91.41
16-04-2023 00:00;91.41
17-04-2023 00:00;90.4
18-04-2023 00:00;92.95
19-04-2023 00:00;91.88
20-04-2023 00:00;89.25
21-04-2023 00:00;87.15
22-04-2023 00:00;87.15
23-04-2023 00:00;87.15
24-04-2023 00:00;85.54
29-05-2023 00:00;80.89
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
