Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;400;0.00701;0.00173;0.000054;0;609
2;400;0.00701;0.00173;0.000054;0;546
4;400.1;0.00701;0.00173;0.000054;0;651
6;400.1;0.00701;0.00173;0.000054;0;602
8;400;0.00701;0.00173;0.000054;0;588
10;400;0.00701;0.00172;0.000054;0;504
12;399.9;0.00701;0.00173;0.000054;0;490
14;399.7;0.00701;0.00173;0.000054;0;364
16;399.6;0.00701;0.00173;0.000054;0;350
18;399.5;0.00701;0.00173;0.000054;0;350
20;399.4;0.00701;0.00173;0.000054;0;364
22;399.3;0.00701;0.00173;0.000054;0;490
24;399.1;0.00701;0.00173;0.000054;0;490
26;399;0.00701;0.00173;0.000054;0;490
28;399.2;0.00701;0.00173;0.000054;0;490
30;399.5;0.00701;0.00173;0.000054;0;476
32;399.9;0.00701;0.00173;0.000054;0;350
34;400.3;0.00701;0.00173;0.000054;0.0021675;350
36;400.6;0.00701;0.00173;0.000054;0.0006382;350
38;400.9;0.00701;0.00173;0.000054;0.0006902;350
40;401.1;0.00701;0.00173;0.000054;0;462
42;401.4;0.00701;0.00173;0.000054;0;490
44;401.5;0.00701;0.00172;0.000054;0;490
46;401.6;0.00701;0.00173;0.000054;0;490
48;401.6;0.00701;0.00173;0.000054;0;490
50;401.6;0.00701;0.00173;0.000054;0;364
52;401.5;0.00701;0.00173;0.000054;0;350
54;401.5;0.00701;0.00173;0.000054;0;350
56;401.4;0.00701;0.00173;0.000054;0;350
58;401.2;0.00701;0.00173;0.000054;0;371
60;401.1;0.00701;0.00172;0.000054;0;420
62;401;0.00701;0.00173;0.000054;0;413
64;400.8;0.00701;0.00172;0.000054;0;364
66;400.7;0.00701;0.00173;0.000054;0;350
68;400.6;0.00704;0.00173;0.000054;0;308
70;400.4;0.00712;0.00175;0.000055;0;210
72;400.5;0.00719;0.00177;0.000055;0;196
74;400.7;0.00726;0.00179;0.000056;0;196
76;401;0.00732;0.0018;0.000056;0;189
78;401.4;0.00739;0.00182;0.000057;0.0015931;273
80;401.9;0.00746;0.00184;0.000058;0.0051055;336
82;402.2;0.00753;0.00185;0.000058;0.00598;301
84;402.5;0.0076;0.00187;0.000058;0.0036164;329
86;402.8;0.00767;0.00189;0.000059;0.0056018;294
88;403;0.00773;0.0019;0.000059;0.0012007;224
90;403.3;0.0078;0.00192;0.00006;0;154
92;403.5;0.00787;0.00194;0.000061;0;168
94;403.6;0.00794;0.00196;0.000061;0;154
96;403.8;0.00801;0.00197;0.000062;0;252
98;403.9;0.00808;0.00199;0.000062;0;301
100;404;0.00814;0.002;0.000063;0;280
102;404.1;0.00821;0.00202;0.000063;0;308
104;404.2;0.00828;0.00204;0.000064;0;280
106;404.3;0.00835;0.00205;0.000064;0;203
108;404.4;0.00842;0.00207;0.000065;0;140
110;404.5;0.00848;0.00209;0.000065;0.0014725;154
112;404.8;0.00855;0.0021;0.000066;0.01508;217
114;405.3;0.00861;0.00212;0.000066;0.0221945;280
116;405.9;0.00868;0.00214;0.000067;0.0283636;301
118;406.4;0.00875;0.00215;0.000067;0.0335636;280
120;406.9;0.00882;0.00217;0.000068;0.0326182;294
122;407.4;0.00888;0.00219;0.000068;0.0347455;210
124;408;0.00895;0.0022;0.000069;0.0330909;140
126;408.4;0.00901;0.00222;0.000069;0.0304909;154
128;408.8;0.00909;0.00224;0.00007;0.0307273;140
130;409;0.00915;0.00225;0.00007;0.0238727;161
132;409.5;0.00921;0.00227;0.000071;0.0215564;140
