Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;443;0.0485;0.0114;0.00252;1.22;490
2;443;0.0484;0.0114;0.00252;0;490
4;443;0.0483;0.0113;0.00251;0;490
6;442;0.0482;0.0113;0.00251;0;350
8;442;0.0481;0.0112;0.0025;0;350
10;442;0.048;0.0112;0.0025;0;350
12;442;0.0479;0.0111;0.00249;0;350
14;442;0.0478;0.0111;0.00249;0;350
16;442;0.0477;0.0110;0.00248;0;350
18;441;0.0476;0.0110;0.00248;0;350
20;441;0.0475;0.0109;0.00247;0;350
22;441;0.0474;0.0109;0.00247;0;350
24;442;0.0473;0.0108;0.00246;0;350
26;442;0.0472;0.0108;0.00246;0;350
28;441;0.0471;0.0102;0.00245;0;350
30;441;0.047;0.0102;0.00245;0;350
32;442;0.0469;0.0101;0.00244;0;350
34;442;0.0468;0.0101;0.00244;0;448
36;442;0.0467;0.0101;0.00243;0;490
38;442;0.0466;0.0101;0.00243;0;490
40;442;0.0465;0.0101;0.00242;0;490
42;442;0.0464;0.0101;0.00242;0;490
44;443;0.0463;0.0100;0.00241;0;378
46;443;0.0462;0.0100;0.00241;0;350
48;444;0.0461;0.0100;0.0024;0;350
50;443;0.046;0.0100;0.0024;0;350
52;444;0.0459;0.0100;0.00239;0;350
54;444;0.0458;0.0099;0.00239;0;350
56;444;0.0457;0.0099;0.00238;0;350
58;445;0.0456;0.0099;0.00238;0;350
60;445;0.0455;0.0099;0.00237;0;350
62;445;0.0454;0.0099;0.00237;0;350
64;445;0.0452;0.0095;0.00265;0;350
66;446;0.0451;0.0095;0.00264;0;350
68;447;0.0451;0.0095;0.00262;0;350
70;447;0.0449;0.0094;0.00263;0;350
72;447;0.0449;0.0094;0.00261;0;350
74;447;0.0448;0.0094;0.00262;0;406
76;448;0.0446;0.0094;0.0026;0;490
78;448;0.0445;0.0093;0.00262;0;490
80;449;0.0444;0.0094;0.00259;0;490
82;449;0.0443;0.0093;0.0026;0;490
84;449;0.0442;0.0093;0.00258;0;420
86;450;0.0441;0.0093;0.00258;0;350
88;450;0.044;0.0093;0.00257;0;350
90;451;0.0439;0.0093;0.00256;0;350
92;451;0.0438;0.0093;0.00255;0;350
94;451;0.0437;0.0092;0.00254;0;350
96;452;0.0436;0.0092;0.00254;0;350
98;452;0.0435;0.0092;0.00252;0;350
100;453;0.0434;0.0092;0.00252;0;350
102;454;0.0433;0.0092;0.0025;0;350
104;453;0.0432;0.0092;0.00251;0;350
106;454;0.0431;0.0092;0.00248;0;350
108;455;0.043;0.0091;0.00248;0;350
110;455;0.0429;0.0091;0.00246;0;350
112;456;0.0428;0.0091;0.00244;0;350
114;456;0.0427;0.0091;0.00245;0;350
116;456;0.0426;0.0091;0.00243;0;476
118;457;0.0425;0.0091;0.00243;0;490
120;457;0.0424;0.0091;0.00241;0;490
122;458;0.0423;0.0091;0.00241;0;490
124;458;0.0422;0.0090;0.0024;0;490
126;458;0.0421;0.0091;0.00237;0;378
128;458;0.042;0.0090;0.00239;0;350
130;459;0.0419;0.0090;0.00237;0;350
132;459;0.0418;0.0090;0.00237;0;350
134;460;0.0417;0.0090;0.00237;0;350
136;460;0.0416;0.0090;0.00233;0;350
138;460;0.0415;0.0089;0.00235;0;350
140;460;0.0414;0.0089;0.00233;0;350
142;461;0.0413;0.0089;0.00232;0;350
144;461;0.0412;0.0089;0.00232;0;350
146;462;0.0411;0.0089;0.00232;0;350
148;461;0.041;0.0089;0.00231;0;350
150;462;0.0409;0.0089;0.0023;0;350
152;462;0.0408;0.0088;0.00228;0;350
154;462;0.0407;0.0088;0.00229;0;406
156;463;0.0405;0.0088;0.00228;0;490
158;463;0.0404;0.0088;0.00227;0;490
160;463;0.0403;0.0088;0.00224;0;490
162;463;0.0402;0.0087;0.00226;0;490
164;463;0.0401;0.0087;0.00226;0;420
166;464;0.04;0.0087;0.00224;0;350
168;464;0.0399;0.0087;0.00223;0;350
170;464;0.0398;0.0087;0.00222;0;350
172;464;0.0397;0.0087;0.00223;0;350
174;464;0.0396;0.0086;0.00222;0;350
176;465;0.0395;0.0087;0.00219;0;350
