Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;445;0.0485;0.0114;0.00252;1.22;490
2;445;0.0484;0.0113;0.00252;0;490
4;445;0.0483;0.0113;0.00251;0;490
6;445;0.0482;0.0112;0.00251;0;350
8;444;0.0481;0.0112;0.0025;0;350
10;444;0.048;0.0111;0.0025;0;350
12;444;0.0479;0.0111;0.00249;0;350
14;444;0.0478;0.0110;0.00249;0;350
16;444;0.0477;0.0110;0.00248;0;350
18;444;0.0476;0.0109;0.00248;0;350
20;443;0.0475;0.0109;0.00247;0;350
22;443;0.0474;0.0108;0.00247;0;350
24;444;0.0473;0.0108;0.00246;0;350
26;444;0.0472;0.0108;0.00246;0;350
28;444;0.0471;0.0101;0.00245;0;350
30;444;0.047;0.0101;0.00245;0;350
32;444;0.0469;0.0101;0.00244;0;350
34;444;0.0468;0.0101;0.00244;0;448
36;444;0.0467;0.0100;0.00243;0;490
38;444;0.0466;0.0100;0.00243;0;490
40;445;0.0465;0.0100;0.00242;0;490
42;445;0.0464;0.0100;0.00242;0;490
44;445;0.0463;0.0100;0.00241;0;378
46;445;0.0462;0.0099;0.00241;0;350
48;446;0.0461;0.0099;0.0024;0;350
50;446;0.046;0.0099;0.0024;0;350
52;447;0.0459;0.0099;0.00239;0;350
54;447;0.0458;0.0099;0.00239;0;350
56;446;0.0457;0.0098;0.00238;0;350
58;447;0.0456;0.0098;0.00238;0;350
60;447;0.0455;0.0098;0.00237;0;350
62;448;0.0454;0.0098;0.00237;0;350
64;448;0.0452;0.0094;0.00265;0;350
66;449;0.0451;0.0094;0.00264;0;350
68;449;0.0451;0.0093;0.00262;0;350
70;449;0.0449;0.0093;0.00263;0;350
72;450;0.0449;0.0093;0.00261;0;350
74;450;0.0448;0.0093;0.00262;0;406
76;451;0.0446;0.0093;0.0026;0;490
78;451;0.0445;0.0092;0.00262;0;490
80;451;0.0444;0.0092;0.00259;0;490
82;452;0.0443;0.0092;0.0026;0;490
84;452;0.0442;0.0092;0.00258;0;420
86;453;0.0441;0.0091;0.00258;0;350
88;453;0.044;0.0091;0.00257;0;350
90;454;0.0439;0.0091;0.00256;0;350
92;453;0.0438;0.0091;0.00255;0;350
94;454;0.0437;0.0091;0.00254;0;350
96;455;0.0436;0.0091;0.00254;0;350
98;455;0.0435;0.0091;0.00252;0;350
100;456;0.0434;0.0090;0.00252;0;350
102;457;0.0433;0.0090;0.0025;0;350
104;456;0.0432;0.0090;0.00251;0;350
106;457;0.0431;0.0090;0.00248;0;350
108;458;0.043;0.0090;0.00248;0;350
110;458;0.0429;0.0090;0.00246;0;350
112;459;0.0428;0.0090;0.00244;0;350
114;459;0.0427;0.0089;0.00245;0;350
116;459;0.0426;0.0089;0.00243;0;476
118;460;0.0425;0.0089;0.00243;0;490
120;460;0.0424;0.0089;0.00241;0;490
122;461;0.0423;0.0089;0.00241;0;490
124;461;0.0422;0.0088;0.0024;0;490
126;462;0.0421;0.0088;0.00237;0;378
128;461;0.042;0.0088;0.00239;0;350
