Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;461.3;0.00701;0.00172;0.000054;0.0581455;210
2;461.3;0.00701;0.00172;0.000054;0.0588545;196
4;461.3;0.00701;0.00172;0.000054;0.0564909;189
6;461.2;0.00701;0.00172;0.000054;0.0564909;210
8;461.2;0.00701;0.00172;0.000054;0.0588545;196
10;461.1;0.00701;0.00172;0.000054;0.0628727;210
12;461.1;0.00704;0.00173;0.000054;0.1330727;189
14;461.1;0.0071;0.00175;0.000055;0.1318909;343
16;461.1;0.00716;0.00176;0.000055;0.1276364;343
18;461.4;0.00722;0.00177;0.000055;0.1321273;329
20;461.7;0.00728;0.00179;0.000056;0.1333091;350
22;461.8;0.00734;0.0018;0.000056;0.1318909;329
24;461.8;0.0074;0.00182;0.000057;0.1323636;210
26;461.8;0.00746;0.00183;0.000057;0.13;189
28;461.7;0.00752;0.00185;0.000058;0.1264545;203
30;461.6;0.00759;0.00186;0.000058;0.1276364;203
32;461.4;0.00765;0.00188;0.000059;0.1366182;196
34;461.3;0.00771;0.00189;0.000059;0.143;210
36;461.4;0.00777;0.00191;0.000060;0.1472545;189
38;461.5;0.00782;0.00192;0.000060;0.1437091;210
40;461.6;0.00789;0.00194;0.000061;0.1425273;196
42;461.7;0.00795;0.00195;0.000061;0.1439455;196
44;461.8;0.00801;0.00197;0.000062;0.1396909;203
46;461.8;0.00807;0.00198;0.000062;0.1392182;189
48;461.9;0.00813;0.00199;0.000062;0.1406364;210
50;461.8;0.00819;0.00201;0.000063;0.1460727;189
52;461.7;0.00825;0.00203;0.000063;0.1569455;210
54;461.7;0.00831;0.00204;0.000064;0.1607273;189
56;461.9;0.00837;0.00205;0.000064;0.1588364;203
58;462;0.00843;0.00207;0.000065;0.1583636;203
60;462.1;0.00849;0.00208;0.000065;0.1578909;189
62;462.1;0.00855;0.0021;0.000066;0.1524545;210
64;462.1;0.00861;0.00211;0.000066;0.1552909;273
66;462;0.00867;0.00213;0.000067;0.1640364;350
68;461.9;0.00873;0.00215;0.000067;0.1680545;329
70;462;0.00879;0.00216;0.000068;0.1718364;336
72;462.3;0.00885;0.00217;0.000068;0.1687636;343
74;462.5;0.00891;0.00219;0.000068;0.169;252
76;462.7;0.00897;0.0022;0.000069;0.1706545;210
78;462.9;0.00903;0.00222;0.000069;0.1692364;189
80;463.1;0.00908;0.00223;0.000070;0.1704182;210
82;463;0.00915;0.00224;0.000070;0.1857818;196
84;463.1;0.00921;0.00226;0.000071;0.1921636;196
86;463.4;0.00927;0.00228;0.000071;0.1947636;203
88;463.7;0.00933;0.00229;0.000072;0.1968909;196
90;463.9;0.00939;0.00231;0.000072;0.1942909;210
92;464.2;0.00945;0.00232;0.000073;0.1947636;189
94;464.4;0.00951;0.00233;0.000073;0.1959455;210
96;464.6;0.00956;0.00235;0.000073;0.1938182;196
98;464.6;0.00963;0.00236;0.000074;0.2063455;196
100;464.5;0.00969;0.00238;0.000074;0.2158;203
102;464.9;0.00975;0.00239;0.000075;0.2176909;196
104;465.4;0.00981;0.00241;0.000075;0.2228909;210
106;466;0.00987;0.00242;0.000076;0.2269091;196
108;466.5;0.00993;0.00244;0.000076;0.2288;210
110;467;0.00999;0.00245;0.000077;0.234;203
112;467.4;0.01;0.00247;0.000077;0.2351818;196
114;467.9;0.0101;0.00248;0.000078;0.2410909;210
116;468.4;0.0102;0.00249;0.000078;0.2552727;196
118;469.1;0.0102;0.00251;0.000078;0.2670909;210
120;469.7;0.0103;0.00252;0.000079;0.2741818;196
122;470.3;0.0103;0.00254;0.000079;0.2789091;238
