Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;462;0.00701;0.00172;0.000054;0.065;210
2;462.1;0.00701;0.00172;0.000054;0.0654727;203
4;462.2;0.00701;0.00172;0.000054;0.0638182;203
6;462.3;0.00701;0.00172;0.000054;0.0640545;210
8;462.4;0.00701;0.00172;0.000054;0.0624;196
10;462.4;0.00701;0.00172;0.000054;0.0614545;210
12;462.4;0.00703;0.00173;0.000054;0.1226727;196
14;462.3;0.00709;0.00174;0.000054;0.1132182;196
16;462.2;0.00715;0.00175;0.000055;0.1172364;210
18;462.1;0.00721;0.00177;0.000055;0.1330727;315
20;462.4;0.00727;0.00178;0.000056;0.1453636;350
22;462.7;0.00733;0.0018;0.000056;0.1519818;343
24;463;0.00739;0.00181;0.000057;0.1508;343
26;463.1;0.00745;0.00183;0.000057;0.1496182;343
28;463.2;0.00751;0.00184;0.000058;0.1498545;224
30;463.2;0.00757;0.00186;0.000058;0.1453636;210
32;463.2;0.00763;0.00187;0.000058;0.1418182;196
34;463.2;0.00769;0.00189;0.000059;0.1404;210
36;463.2;0.00775;0.0019;0.000059;0.1349636;203
38;463.1;0.00781;0.00192;0.000060;0.1392182;203
40;462.9;0.00787;0.00193;0.000060;0.1522182;210
42;463;0.00793;0.00195;0.000061;0.1571818;203
44;463.2;0.00799;0.00196;0.000061;0.1600182;210
46;463.4;0.00805;0.00198;0.000062;0.1593091;203
48;463.6;0.00811;0.00199;0.000062;0.1597818;203
50;463.8;0.00817;0.00201;0.000063;0.1614364;210
52;463.9;0.00823;0.00202;0.000063;0.1586;203
54;464;0.0083;0.00203;0.000063;0.1569455;210
56;464;0.00836;0.00205;0.000064;0.1623818;203
58;464;0.00842;0.00207;0.000065;0.1666364;203
60;464;0.00848;0.00208;0.000065;0.1732545;210
62;464.1;0.00853;0.00209;0.000065;0.1744364;203
64;464.3;0.00859;0.00211;0.000066;0.1739636;210
66;464.5;0.00865;0.00213;0.000067;0.1782182;203
68;464.6;0.00871;0.00214;0.000067;0.1765636;210
70;464.8;0.00877;0.00215;0.000067;0.1758545;315
72;464.8;0.00883;0.00217;0.000068;0.1900364;343
74;464.9;0.00889;0.00219;0.000068;0.1964182;350
76;465.2;0.00895;0.0022;0.000069;0.1992545;343
78;465.6;0.00901;0.00221;0.000069;0.2025636;350
80;465.9;0.00908;0.00223;0.000070;0.2018545;203
82;466.2;0.00913;0.00224;0.000070;0.2025636;203
84;466.4;0.00919;0.00226;0.000071;0.2058727;210
86;466.7;0.00925;0.00227;0.000071;0.2032727;203
88;466.8;0.00932;0.00229;0.000072;0.2188727;210
90;466.8;0.00938;0.0023;0.000072;0.2250182;203
92;467.1;0.00944;0.00232;0.000073;0.2271455;203
94;467.4;0.00949;0.00233;0.000073;0.2304545;210
96;467.8;0.00956;0.00235;0.000073;0.2306909;203
98;468.1;0.00962;0.00236;0.000074;0.2309273;210
100;468.3;0.00968;0.00238;0.000074;0.234;210
102;468.4;0.00974;0.00239;0.000075;0.2410909;210
104;468.4;0.0098;0.00241;0.000075;0.2529091;210
106;468.5;0.00986;0.00242;0.000076;0.2576364;210
108;468.8;0.00991;0.00243;0.000076;0.2576364;210
110;469.1;0.00998;0.00245;0.000077;0.2576364;203
112;469.3;0.01;0.00246;0.000077;0.2576364;203
114;469.6;0.0101;0.00248;0.000078;0.2552727;210
116;469.8;0.0102;0.00249;0.000078;0.26;210
118;470.4;0.0102;0.00251;0.000078;0.2694545;210
120;471;0.0103;0.00252;0.000079;0.2789091;210
122;471.6;0.0103;0.00254;0.000079;0.2907273;210
124;472.3;0.0104;0.00255;0.000080;0.2978182;210
126;472.9;0.0105;0.00257;0.000080;0.3025455;203
128;473.5;0.0105;0.00258;0.000081;0.3072727;210
130;474;0.0106;0.0026;0.000081;0.3143636;210
132;474.6;0.0106;0.00261;0.000082;0.3309091;210
134;475.4;0.0107;0.00263;0.000082;0.3403636;322
136;476.1;0.0108;0.00264;0.000083;0.3450909;357
138;476.6;0.0108;0.00265;0.000083;0.3498182;350
140;477.1;0.0109;0.00267;0.000083;0.3521818;350
142;477.7;0.0109;0.00269;0.000084;0.3592727;350
144;478.4;0.011;0.0027;0.000084;0.3829091;238
146;479.2;0.0111;0.00272;0.000085;0.3923636;210
148;479.7;0.0111;0.00273;0.000085;0.3970909;210
150;480.3;0.0112;0.00274;0.000086;0.4018182;210
152;480.8;0.0112;0.00276;0.000086;0.4018182;217
154;481.4;0.0113;0.00277;0.000087;0.4183636;210
156;482;0.0114;0.00279;0.000087;0.4372727;210
158;482.6;0.0114;0.0028;0.000088;0.4396364;210
160;483.1;0.0115;0.00282;0.000088;0.4443636;217
