Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;445.2;0.00701;0.00169;0.000053;0;210
2;445.3;0.00701;0.00169;0.000053;0;182
4;445.2;0.00701;0.00169;0.000053;0;196
6;445.2;0.00701;0.00169;0.000053;0;196
8;445.1;0.00705;0.0017;0.000053;0;322
10;445;0.0071;0.00171;0.000053;0;350
12;444.6;0.00716;0.00173;0.000054;0;322
14;444.6;0.00723;0.00174;0.000054;0;350
16;444.7;0.00728;0.00176;0.000055;0;322
18;444.8;0.00735;0.00177;0.000055;0;203
20;444.9;0.00741;0.00178;0.000056;0;189
22;444.9;0.00746;0.0018;0.000056;0;196
24;445;0.00753;0.00181;0.000057;0;196
26;444.9;0.00759;0.00183;0.000057;0;175
28;445;0.00765;0.00184;0.000058;0;210
30;445;0.00771;0.00186;0.000058;0;175
32;444.7;0.00777;0.00187;0.000058;0;210
34;444.5;0.00783;0.00189;0.000059;0;182
36;444.5;0.00789;0.0019;0.000059;0;210
38;444.7;0.00795;0.00191;0.000060;0;182
40;444.8;0.00801;0.00193;0.000060;0;196
42;444.8;0.00806;0.00195;0.000061;0;189
44;444.9;0.00813;0.00196;0.000061;0;182
46;445;0.00819;0.00198;0.000062;0;210
48;444.9;0.00825;0.00199;0.000062;0;182
50;444.9;0.00831;0.002;0.000063;0;210
52;444.8;0.00837;0.00202;0.000063;0;182
54;444.9;0.00843;0.00203;0.000063;0;210
56;445.2;0.00849;0.00205;0.000064;0;189
58;445.6;0.00855;0.00206;0.000064;0;189
60;445.9;0.00861;0.00208;0.000065;0;203
62;446.2;0.00867;0.00209;0.000065;0.0003711;182
64;446.4;0.00873;0.00211;0.000066;0;210
66;446.6;0.00879;0.00212;0.000066;0;182
68;446.8;0.00885;0.00213;0.000067;0.0005767;308
70;447;0.00891;0.00215;0.000067;0.0042073;322
72;447.3;0.00897;0.00216;0.000068;0.0085091;343
74;447.7;0.00903;0.00218;0.000068;0.0154345;329
76;448.1;0.0091;0.00219;0.000068;0.0241091;322
78;448.5;0.00916;0.0022;0.000069;0.0224782;238
80;448.8;0.00921;0.00222;0.000069;0.0243455;182
82;449.3;0.00927;0.00223;0.000070;0.0288364;210
84;449.6;0.00933;0.00225;0.000070;0.026;182
86;450;0.00939;0.00226;0.000071;0.026;210
88;450.3;0.00946;0.00228;0.000071;0.0323818;189
90;450.8;0.00952;0.00229;0.000072;0.0342727;196
92;451.2;0.00958;0.0023;0.000072;0.0397091;203
94;451.7;0.00963;0.00232;0.000073;0.0475091;189
96;452.2;0.0097;0.00233;0.000073;0.0534182;210
98;452.7;0.00976;0.00235;0.000073;0.0590909;182
100;453.3;0.00982;0.00236;0.000074;0.0704364;210
102;453.8;0.00988;0.00238;0.000074;0.0720909;182
104;454.3;0.00993;0.00239;0.000075;0.0763455;203
106;455;0.01;0.0024;0.000075;0.0846182;189
108;455.4;0.0101;0.00242;0.000076;0.0867455;189
110;455.9;0.0101;0.00243;0.000076;0.0874545;210
112;456.3;0.0102;0.00245;0.000077;0.0919455;189
114;456.8;0.0102;0.00246;0.000077;0.0947818;210
116;457.3;0.0103;0.00248;0.000078;0.0997455;189
118;457.9;0.0104;0.00249;0.000078;0.1106182;210
120;458.4;0.0104;0.00251;0.000078;0.1219636;182
122;459.1;0.0105;0.00252;0.000079;0.1278727;196
124;459.6;0.0105;0.00254;0.000079;0.1361455;210
126;460.2;0.0106;0.00255;0.000080;0.1387455;217
128;460.7;0.0107;0.00256;0.000080;0.1399273;350
130;461.2;0.0107;0.00258;0.000081;0.1437091;336
132;461.6;0.0108;0.00259;0.000081;0.1486727;350
134;462.1;0.0108;0.00261;0.000082;0.1489091;329
136;462.6;0.0109;0.00262;0.000082;0.1576545;308
138;463.2;0.011;0.00264;0.000083;0.1701818;203
140;463.8;0.011;0.00265;0.000083;0.182;189
142;464.6;0.0111;0.00267;0.000083;0.1895636;210
144;465.1;0.0111;0.00268;0.000084;0.1935818;196
146;465.7;0.0112;0.0027;0.000084;0.1935818;210
148;466.1;0.0113;0.00271;0.000085;0.1954727;196
150;466.6;0.0113;0.00272;0.000085;0.1997273;203
152;467.2;0.0114;0.00274;0.000086;0.2162727;210
154;468;0.0114;0.00275;0.000086;0.2283273;196
156;468.6;0.0115;0.00276;0.000086;0.2387273;210
158;469.1;0.0116;0.00278;0.000087;0.2387273;196
160;469.6;0.0116;0.0028;0.000088;0.2410909;210
162;470.2;0.0117;0.0028;0.000088;0.2434545;196
164;470.6;0.0117;0.00282;0.000088;0.2505455;196
166;471.3;0.0118;0.00283;0.000088;0.2647273;210
168;471.9;0.0119;0.00285;0.000089;0.2765455;203
170;472.5;0.0119;0.00287;0.000090;0.2789091;210
172;473;0.012;0.00288;0.000090;0.2789091;210
174;473.5;0.012;0.00289;0.000090;0.2812727;210
176;474;0.0121;0.00291;0.000091;0.2907273;210
178;474.7;0.0122;0.00292;0.000091;0.3072727;210
180;475.2;0.0122;0.00294;0.000092;0.3190909;210
182;475.9;0.0123;0.00295;0.000092;0.3214545;203
184;476.4;0.0123;0.00297;0.000093;0.3238182;210
186;477;0.0124;0.00297;0.000093;0.3285455;210
188;477.5;0.0125;0.00299;0.000093;0.3356364;210
190;478.1;0.0125;0.003;0.000094;0.3450909;210
192;478.5;0.0126;0.00302;0.000094;0.3569091;287
194;479.2;0.0126;0.00303;0.000095;0.3663636;350
196;479.7;0.0127;0.00304;0.000095;0.3663636;350
198;480.3;0.0128;0.00306;0.000096;0.3710909;357
200;480.7;0.0128;0.00307;0.000096;0.3758182;350
202;481.3;0.0129;0.00308;0.000096;0.3829091;252
204;481.7;0.0129;0.0031;0.000097;0.3947273;224
206;482.3;0.013;0.00311;0.000097;0.4065455;210
208;483;0.0131;0.00313;0.000098;0.4136364;224
210;483.5;0.0131;0.00314;0.000098;0.416;224
212;483.9;0.0132;0.00315;0.000098;0.4230909;210
214;484.6;0.0132;0.00317;0.000099;0.4325455;224
216;485;0.0133;0.00318;0.000099;0.4467273;217
218;485.7;0.0134;0.00319;0.000100;0.4561818;224
220;486.2;0.0134;0.00321;0.000100;0.4585455;224
222;486.8;0.0135;0.00322;0.000101;0.4609091;210
224;487.1;0.0135;0.00323;0.000101;0.4703636;224
