Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;447.3;0.00701;0.00172;0.000054;0;238
2;447.3;0.00701;0.00172;0.000054;0;196
4;447.4;0.00701;0.00172;0.000054;0;196
6;447.4;0.00701;0.00172;0.000054;0;210
8;447.3;0.00703;0.00173;0.000054;0;196
10;447.2;0.0071;0.00174;0.000054;0;210
12;447;0.00717;0.00176;0.000055;0;203
14;446.9;0.00724;0.00178;0.000056;0;203
16;446.8;0.0073;0.00179;0.000056;0;210
18;446.4;0.00738;0.00181;0.000057;0;203
20;446.3;0.00744;0.00183;0.000057;0;210
22;446.2;0.00751;0.00184;0.000058;0;315
24;446.1;0.00758;0.00186;0.000058;0;350
26;446;0.00765;0.00188;0.000059;0;350
28;446;0.00771;0.00189;0.000059;0;343
30;446.4;0.00779;0.00191;0.000060;0;350
32;447;0.00786;0.00193;0.000060;0;217
34;447.6;0.00792;0.00195;0.000061;0;210
36;448;0.00799;0.00196;0.000061;0.0007705;203
38;448.5;0.00806;0.00198;0.000062;0.0058618;203
40;449.1;0.00813;0.00199;0.000062;0.0113455;210
42;449.4;0.00819;0.00201;0.000063;0.0098091;203
44;449.8;0.00826;0.00203;0.000063;0.0113218;210
46;450.1;0.00833;0.00204;0.000064;0.0085327;203
48;450.2;0.0084;0.00206;0.000064;0.0052236;210
50;450.3;0.00846;0.00208;0.000065;0.0027418;210
52;450.5;0.00853;0.00209;0.000065;0;210
54;450.6;0.0086;0.00211;0.000066;0;224
56;450.6;0.00866;0.00213;0.000067;0;350
58;450.8;0.00874;0.00214;0.000067;0;343
60;450.7;0.0088;0.00216;0.000068;0;350
62;450.8;0.00887;0.00218;0.000068;0;343
64;451;0.00893;0.00219;0.000068;0.0056018;336
66;451.3;0.00899;0.00221;0.000069;0.0177273;203
68;451.8;0.00907;0.00223;0.000070;0.0342727;203
70;452.3;0.00913;0.00224;0.000070;0.0380545;210
72;452.9;0.0092;0.00226;0.000071;0.0465636;203
74;453.5;0.00926;0.00227;0.000071;0.0503455;210
76;453.9;0.00933;0.00229;0.000072;0.0503455;203
78;454.3;0.0094;0.00231;0.000072;0.0524727;203
80;454.6;0.00946;0.00232;0.000073;0.0515273;210
82;454.9;0.00953;0.00234;0.000073;0.0489273;203
84;455.2;0.00959;0.00235;0.000073;0.0510545;294
86;455.3;0.00966;0.00237;0.000074;0.0446727;343
88;455.6;0.00973;0.00239;0.000075;0.0434909;343
90;455.7;0.00979;0.0024;0.000075;0.0420727;343
92;455.9;0.00985;0.00242;0.000076;0.0368727;343
94;455.9;0.00992;0.00244;0.000076;0.0510545;252
96;456.1;0.00998;0.00245;0.000077;0.0661818;203
98;456.3;0.01;0.00247;0.000077;0.0735091;210
100;456.8;0.0101;0.00248;0.000078;0.0848545;203
102;457.2;0.0102;0.0025;0.000078;0.0905273;203
104;457.7;0.0102;0.00252;0.000079;0.0928909;210
106;458.1;0.0103;0.00253;0.000079;0.0976182;210
108;458.3;0.0104;0.00255;0.000080;0.0966727;210
110;458.7;0.0104;0.00256;0.000080;0.0945455;210
112;459.1;0.0105;0.00258;0.000081;0.0952545;210
114;459.2;0.0106;0.00259;0.000081;0.0921818;322
116;459.4;0.0106;0.00261;0.000082;0.0888727;343
118;459.6;0.0107;0.00262;0.000082;0.0893455;350
120;459.8;0.0108;0.00264;0.000083;0.0841455;343
122;459.7;0.0108;0.00266;0.000083;0.0907636;343
124;459.7;0.0109;0.00267;0.000083;0.1047091;252
126;460;0.011;0.00269;0.000084;0.1134545;210
128;460.2;0.011;0.0027;0.000084;0.1214909;210
130;460.7;0.0111;0.00272;0.000085;0.1271636;210
132;461;0.0111;0.00273;0.000085;0.1290545;210
134;461.5;0.0112;0.00275;0.000086;0.1321273;210
136;461.8;0.0113;0.00277;0.000087;0.1323636;210
138;462.1;0.0113;0.00278;0.000087;0.1302364;210
140;462.3;0.0114;0.0028;0.000088;0.1307091;210
142;462.6;0.0115;0.00281;0.000088;0.1295273;210
144;462.8;0.0115;0.00283;0.000088;0.1290545;210
146;463.1;0.0116;0.00284;0.000089;0.1304727;238
148;463.2;0.0116;0.00286;0.000089;0.1359091;350
150;463;0.0117;0.00287;0.000090;0.1446545;357
152;463.1;0.0118;0.00289;0.000090;0.1571818;357
154;463.5;0.0118;0.00291;0.000091;0.1633273;350
156;463.7;0.0119;0.00292;0.000091;0.1678182;329
158;464.1;0.012;0.00294;0.000092;0.1701818;217
160;464.5;0.012;0.00295;0.000092;0.1711273;210
162;464.7;0.0121;0.00297;0.000093;0.1713636;217
164;464.9;0.0122;0.00298;0.000093;0.1697091;210
166;465.2;0.0122;0.003;0.000094;0.1673455;217
168;465.4;0.0123;0.00301;0.000094;0.1671091;217
170;465.6;0.0123;0.00303;0.000095;0.1659273;210
172;465.5;0.0124;0.00304;0.000095;0.1751455;224
174;465.4;0.0125;0.00306;0.000096;0.1867273;336
176;465.9;0.0125;0.00307;0.000096;0.1942909;364
178;466.7;0.0126;0.00309;0.000097;0.2061091;364
180;467.6;0.0127;0.0031;0.000097;0.2172182;350
182;468.5;0.0127;0.00312;0.000098;0.2240727;364
184;469.1;0.0128;0.00313;0.000098;0.2257273;238
186;469.8;0.0128;0.00315;0.000098;0.2316364;210
188;470.4;0.0129;0.00317;0.000099;0.2328182;231
190;471;0.013;0.00318;0.000099;0.2349455;217
192;471.4;0.013;0.00319;0.000100;0.2387273;224
194;472;0.0131;0.00321;0.000100;0.2387273;238
196;472.7;0.0131;0.00323;0.000101;0.2623636;217
198;473.5;0.0132;0.00324;0.000101;0.2789091;224
200;474.4;0.0133;0.00325;0.000102;0.2907273;238
202;475.3;0.0133;0.00327;0.000102;0.3072727;322
204;476.1;0.0134;0.00329;0.000103;0.312;371
206;476.8;0.0135;0.0033;0.000103;0.3167273;413
208;477.4;0.0135;0.00331;0.000103;0.3238182;420
210;478;0.0136;0.00333;0.000104;0.3261818;448
212;478.6;0.0136;0.00334;0.000104;0.3285455;378
214;479.1;0.0137;0.00336;0.000105;0.3309091;350
216;479.6;0.0138;0.00337;0.000105;0.3332727;350
218;480.2;0.0138;0.00339;0.000106;0.3498182;350
220;481;0.0139;0.0034;0.000106;0.3687273;350
222;481.8;0.0139;0.00342;0.000107;0.3805455;350
224;482.7;0.014;0.00343;0.000107;0.3923636;350
226;483.4;0.0141;0.00345;0.000108;0.3994545;322
228;484.2;0.0141;0.00346;0.000108;0.4065455;322
230;484.7;0.0142;0.00348;0.000109;0.416;287
232;485.3;0.0142;0.00349;0.000109;0.4183636;259
234;485.9;0.0143;0.00351;0.000110;0.4207273;259
236;486.5;0.0144;0.00352;0.000110;0.4301818;371
238;487;0.0144;0.00354;0.000111;0.4325455;350
240;487.6;0.0145;0.00355;0.000111;0.4467273;364
242;488.4;0.0145;0.00357;0.000112;0.4632727;357
244;489.1;0.0146;0.00358;0.000112;0.4727273;329
246;489.8;0.0147;0.0036;0.000113;0.4845455;217
248;490.5;0.0147;0.00361;0.000113;0.4916364;210
250;491.2;0.0148;0.00363;0.000113;0.4987273;210
252;491.7;0.0148;0.00364;0.000114;0.5058182;203
254;492.3;0.0149;0.00365;0.000114;0.5105455;210
256;492.8;0.015;0.00367;0.000115;0.5152727;210
258;493.4;0.015;0.00368;0.000115;0.5223636;210
260;493.9;0.0151;0.0037;0.000116;0.5270909;210
262;494.5;0.0151;0.00371;0.000116;0.5436364;210
264;495.2;0.0152;0.00373;0.000117;0.5601818;350
266;495.9;0.0153;0.00374;0.000117;0.572;343
268;496.7;0.0153;0.00376;0.000118;0.5861818;350
270;497.4;0.0154;0.00377;0.000118;0.5932727;343
272;497.9;0.0154;0.00378;0.000118;0.598;350
274;498.5;0.0155;0.0038;0.000119;0.6027273;203
276;499;0.0156;0.00381;0.000119;0.6098182;210
278;499.5;0.0156;0.00383;0.000120;0.6121818;210
280;499.9;0.0157;0.00384;0.000120;0.6216364;210
282;500.4;0.0157;0.00386;0.000121;0.6287273;217
284;500.9;0.0158;0.00387;0.000121;0.6405455;217
286;501.7;0.0158;0.00389;0.000122;0.6594545;217
288;502.3;0.0159;0.0039;0.000122;0.6689091;210
290;503;0.016;0.00391;0.000122;0.6807273;217
292;503.5;0.016;0.00393;0.000123;0.6878182;224
294;504;0.0161;0.00394;0.000123;0.6901818;210
296;504.5;0.0161;0.00396;0.000124;0.6996364;350
298;504.8;0.0162;0.00397;0.000124;0.702;364
300;505.1;0.0163;0.00399;0.000125;0.7043636;357
302;505.5;0.0163;0.004;0.000125;0.7185455;371
304;505.9;0.0164;0.00401;0.000125;0.728;392
306;506.4;0.0164;0.00403;0.000126;0.7398182;287
308;506.7;0.0165;0.00404;0.000126;0.7492727;315
310;507;0.0165;0.00406;0.000127;0.7516364;329
312;507.2;0.0166;0.00407;0.000127;0.754;350
314;507.3;0.0167;0.00408;0.000128;0.7563636;350
316;507.4;0.0167;0.0041;0.000128;0.7563636;350
318;507.4;0.0168;0.00411;0.000128;0.7610909;350
320;507.4;0.0168;0.00413;0.000129;0.7729091;350
322;507.5;0.0169;0.00414;0.000129;0.78;350
324;507.5;0.0169;0.00415;0.000130;0.7894545;364
326;507.5;0.017;0.00417;0.000130;0.7918182;490
328;507.4;0.0171;0.00418;0.000131;0.7894545;490
330;507.3;0.0171;0.0042;0.000131;0.7941818;490
332;507.1;0.0172;0.00421;0.000132;0.7918182;490
334;506.9;0.0172;0.00422;0.000132;0.7918182;490
336;506.5;0.0173;0.00424;0.000133;0.7918182;350
338;506.3;0.0174;0.00425;0.000133;0.7941818;350
340;506.1;0.0174;0.00427;0.000133;0.8036364;322
342;506;0.0175;0.00428;0.000134;0.8083636;315
344;505.9;0.0175;0.00429;0.000134;0.8107273;287
346;505.7;0.0176;0.00431;0.000135;0.8107273;245
348;505.6;0.0176;0.00432;0.000135;0.8107273;238
350;505.4;0.0177;0.00434;0.000136;0.8083636;231
352;505.2;0.0177;0.00435;0.000136;0.8130909;280
354;505;0.0178;0.00436;0.000136;0.8154545;364
356;504.9;0.0179;0.00438;0.000137;0.8201818;364
358;504.8;0.0179;0.00439;0.000137;0.8296364;350
360;504.8;0.018;0.00441;0.000138;0.832;364
362;504.8;0.018;0.00442;0.000138;0.8343636;294
364;504.7;0.0181;0.00443;0.000138;0.8367273;217
366;504.6;0.0181;0.00445;0.000139;0.8343636;224
368;504.5;0.0182;0.00446;0.000139;0.8343636;210
370;504.3;0.0183;0.00447;0.000140;0.8367273;224
372;504.1;0.0183;0.00449;0.000140;0.8390909;224
374;504;0.0184;0.0045;0.000141;0.8485455;210
376;504;0.0184;0.00451;0.000141;0.8532727;224
378;504;0.0185;0.00453;0.000142;0.8556364;231
380;504;0.0185;0.00454;0.000142;0.8627273;210
382;504;0.0186;0.00456;0.000143;0.8650909;231
384;504;0.0186;0.00457;0.000143;0.8674545;329
386;503.9;0.0187;0.00458;0.000143;0.8674545;413
388;503.9;0.0188;0.0046;0.000144;0.8674545;448
