Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;450;0.0198;0.00483;0.000151;0.45855;350
2;450.1;0.0198;0.00483;0.000151;0.45855;350
4;450.1;0.0198;0.00483;0.000151;0.45855;350
6;450.2;0.0198;0.00483;0.000151;0.45618;350
8;450.1;0.0198;0.00484;0.000151;0.45382;350
10;450.2;0.0198;0.00483;0.000151;0.45382;350
12;450.2;0.0198;0.00484;0.000151;0.45382;350
14;450.2;0.0197;0.00481;0.00015;0.00000;350
16;450.2;0.0196;0.00479;0.00015;0.00000;350
18;450.2;0.0195;0.00477;0.000149;0.00000;350
20;450.1;0.0194;0.00475;0.000148;0.00000;350
22;450.1;0.0193;0.00472;0.000148;0.00000;350
24;450.2;0.0193;0.0047;0.000147;0.00000;350
26;450.1;0.0192;0.00468;0.000146;0.00000;336
28;449.9;0.0191;0.00466;0.000146;0.00000;322
30;449.9;0.019;0.00464;0.000145;0.00000;301
32;449.8;0.0189;0.00461;0.000144;0.00000;259
34;449.8;0.0188;0.00459;0.000143;0.00000;245
36;449.7;0.0187;0.00457;0.000143;0.00000;238
38;449.5;0.0186;0.00454;0.000142;0.00000;217
40;449.5;0.0185;0.00452;0.000141;0.00000;224
42;449.3;0.0184;0.0045;0.000141;0.00000;231
44;449.2;0.0183;0.00448;0.00014;0.00000;210
46;449;0.0182;0.00445;0.000139;0.00000;231
48;448.9;0.0181;0.00443;0.000138;0.00000;231
50;448.8;0.0181;0.00441;0.000138;0.00000;217
52;448.7;0.018;0.00439;0.000137;0.00000;252
54;448.6;0.0179;0.00436;0.000136;0.00000;287
56;448.4;0.0178;0.00434;0.000136;0.00000;287
58;448.3;0.0177;0.00431;0.000135;0.00000;329
60;448;0.0176;0.00429;0.000134;0.00000;350
62;447.7;0.0175;0.00427;0.000133;0.00000;350
64;447.4;0.0174;0.00425;0.000133;0.00000;350
66;447.2;0.0173;0.00422;0.000132;0.00000;350
68;446.9;0.0172;0.0042;0.000131;0.00000;350
70;446.8;0.0171;0.00418;0.000131;0.00000;350
72;446.8;0.017;0.00415;0.00013;0.00000;350
74;446.7;0.0169;0.00413;0.000129;0.00000;350
76;446.5;0.0168;0.00411;0.000128;0.00000;350
78;446.3;0.0167;0.00408;0.000128;0.00000;350
80;446.1;0.0166;0.00406;0.000127;0.00000;350
82;445.9;0.0165;0.00404;0.000126;0.00000;350
84;445.6;0.0164;0.00401;0.000125;0.00000;350
86;445.2;0.0163;0.00399;0.000125;0.00000;350
88;445.1;0.0162;0.00396;0.000124;0.00000;350
90;444.9;0.0161;0.00394;0.000123;0.00000;350
92;444.9;0.016;0.00392;0.000123;0.00000;350
94;444.8;0.0159;0.00389;0.000122;0.00000;350
96;444.6;0.0158;0.00387;0.000121;0.00000;350
98;444.4;0.0158;0.00385;0.00012;0.00000;350
100;444.1;0.0157;0.00382;0.000119;0.00000;343
102;443.8;0.0156;0.0038;0.000119;0.00000;315
104;443.4;0.0155;0.00378;0.000118;0.00000;273
106;443.1;0.0154;0.00375;0.000117;0.00000;273
108;442.9;0.0153;0.00373;0.000117;0.00000;238
110;442.8;0.0152;0.0037;0.000116;0.00000;210
112;442.7;0.0151;0.00368;0.000115;0.00000;231
114;442.5;0.015;0.00366;0.000114;0.00000;231
116;442.3;0.0149;0.00363;0.000113;0.00000;210
118;442;0.0148;0.00361;0.000113;0.00000;224
120;441.6;0.0147;0.00358;0.000112;0.00000;217
122;441.2;0.0146;0.00356;0.000111;0.00000;210
124;440.8;0.0145;0.00354;0.000111;0.00000;224
126;440.3;0.0144;0.00351;0.00011;0.00000;210
128;440;0.0143;0.00349;0.000109;0.00000;224
130;439.8;0.0142;0.00346;0.000108;0.00000;224
132;439.7;0.0141;0.00344;0.000108;0.00000;210
134;439.5;0.014;0.00341;0.000107;0.00000;224
136;439.3;0.0139;0.00339;0.000106;0.00000;224
138;439;0.0138;0.00336;0.000105;0.00000;210
140;438.6;0.0137;0.00334;0.000104;0.00000;231
142;438.1;0.0136;0.00332;0.000104;0.00000;210
144;437.6;0.0135;0.00329;0.000103;0.00000;231
146;437;0.0134;0.00326;0.000102;0.00000;238
148;436.5;0.0133;0.00324;0.000101;0.00000;252
150;436.1;0.0132;0.00322;0.000101;0.00000;273
152;435.8;0.0131;0.00319;0.0001;0.00000;315
154;435.6;0.0129;0.00316;0.000099;0.00000;322
156;435.4;0.0128;0.00314;0.000098;0.00000;350
158;435.2;0.0127;0.00311;0.000097;0.00000;350
160;434.9;0.0126;0.00309;0.000097;0.00000;350
162;434.6;0.0125;0.00306;0.000096;0.00000;350
164;434.1;0.0124;0.00304;0.000095;0.00000;350
166;433.5;0.0123;0.00301;0.000094;0.00000;350
168;432.9;0.0122;0.00299;0.000093;0.00000;350
170;432.2;0.0121;0.00296;0.000093;0.00000;350
172;431.6;0.012;0.00294;0.000092;0.00000;350
174;431;0.0119;0.00291;0.000091;0.00000;350
176;430.7;0.0118;0.00289;0.00009;0.00000;315
178;430.4;0.0117;0.00286;0.000089;0.00000;273
180;430.2;0.0116;0.00284;0.000089;0.00000;273
182;430;0.0115;0.00281;0.000088;0.00000;238
184;429.6;0.0114;0.00278;0.000087;0.00000;210
186;429.1;0.0113;0.00276;0.000086;0.00000;231
188;428.6;0.0112;0.00273;0.000085;0.00000;224
190;428;0.0111;0.00271;0.000085;0.00000;210
192;427.2;0.011;0.00268;0.000084;0.00000;224
194;426.5;0.0109;0.00265;0.000083;0.00000;217
196;425.7;0.0107;0.00263;0.000082;0.00000;217
198;424.9;0.0106;0.0026;0.000081;0.00000;217
200;424.1;0.0105;0.00258;0.000081;0.00000;210
202;423.6;0.0104;0.00255;0.00008;0.00000;210
204;423.1;0.0103;0.00252;0.000079;0.00000;210
206;422.8;0.0102;0.0025;0.000078;0.00000;210
208;422.5;0.0101;0.00247;0.000077;0.00000;210
210;422.1;0.00999;0.00244;0.000076;0.00000;210
212;421.7;0.00989;0.00242;0.000076;0.00000;210
214;421.1;0.00977;0.00239;0.000075;0.00000;210
216;420.6;0.00967;0.00236;0.000074;0.00000;210
218;419.9;0.00957;0.00234;0.000073;0.00000;210
220;419;0.00944;0.00231;0.000072;0.00000;210
222;418.2;0.00933;0.00228;0.000071;0.00000;217
224;417.7;0.00923;0.00226;0.000071;0.00000;210
226;417.5;0.00911;0.00223;0.00007;0.00000;210
228;417.3;0.009;0.0022;0.000069;0.00000;217
230;417.2;0.00889;0.00217;0.000068;0.00000;210
232;416.9;0.00878;0.00215;0.000067;0.00000;210
234;416.4;0.00867;0.00212;0.000066;0.00000;217
236;416.1;0.00856;0.00209;0.000065;0.00000;210
238;416;0.00845;0.00207;0.000065;0.00000;210
240;416;0.00834;0.00204;0.000064;0.00000;210
242;416.1;0.00822;0.00201;0.000063;0.00000;217
244;416.1;0.00811;0.00198;0.000062;0.00000;210
246;416.1;0.008;0.00196;0.000061;0.00000;210
248;416;0.00789;0.00193;0.00006;0.00000;217
250;415.9;0.00776;0.0019;0.000059;0.00000;217
252;415.6;0.00766;0.00187;0.000058;0.00000;210
254;415.3;0.00755;0.00185;0.000058;0.00000;231
256;414.9;0.00742;0.00182;0.000057;0.00000;217
258;414.5;0.00731;0.00179;0.000056;0.00000;224
260;414;0.00719;0.00176;0.000055;0.00000;231
262;413.4;0.00708;0.00173;0.000054;0.00000;210
264;412.9;0.00701;0.00172;0.000054;0.10424;224
266;412.3;0.00701;0.00172;0.000054;0.09762;224
268;411.6;0.00701;0.00172;0.000054;0.08840;210
270;411;0.00701;0.00172;0.000054;0.08296;224
272;410.2;0.00701;0.00172;0.000054;0.08060;217
274;409.5;0.00701;0.00172;0.000054;0.08580;217
276;409.1;0.00701;0.00172;0.000054;0.08958;224
278;408.9;0.00701;0.00172;0.000054;0.09053;210
280;408.8;0.00701;0.00172;0.000054;0.09147;224
282;408.7;0.00701;0.00172;0.000054;0.08958;231
