Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;458.3;0.00701;0.00171;0.000053;0.0515273;210
2;458.2;0.00701;0.00171;0.000053;0.0579091;182
4;458.2;0.00701;0.00171;0.000053;0.0588545;210
6;458.4;0.00701;0.00171;0.000053;0.0593273;182
8;458.5;0.00701;0.00171;0.000053;0.0586182;210
10;458.6;0.00701;0.00171;0.000053;0.0572;189
12;458.7;0.00701;0.00171;0.000053;0.0546;238
14;458.7;0.00701;0.00171;0.000053;0.0541273;343
16;458.7;0.00701;0.00171;0.000053;0.0524727;329
18;458.7;0.00701;0.00171;0.000053;0.0501091;350
20;458.6;0.00701;0.00171;0.000053;0.0496364;322
22;458.4;0.00701;0.00171;0.000053;0.0562545;294
24;458.4;0.00701;0.00171;0.000053;0.0583818;189
26;458.5;0.00701;0.00171;0.000053;0.0600364;196
28;458.7;0.00701;0.00171;0.000053;0.0593273;196
30;458.8;0.00701;0.00171;0.000053;0.0567273;189
32;458.8;0.00706;0.00172;0.000054;0.1125091;210
34;458.7;0.00711;0.00173;0.000054;0.1058909;182
36;458.7;0.00718;0.00175;0.000055;0.0999818;210
38;458.8;0.00724;0.00176;0.000055;0.1184182;189
40;458.9;0.0073;0.00178;0.000056;0.1290545;203
42;459.1;0.00736;0.00179;0.000056;0.13;196
44;459.3;0.00742;0.0018;0.000056;0.1318909;189
46;459.4;0.00748;0.00182;0.000057;0.1309455;210
48;459.5;0.00754;0.00184;0.000058;0.1276364;182
50;459.5;0.00759;0.00185;0.000058;0.1266909;210
52;459.5;0.00765;0.00187;0.000058;0.1226727;182
54;459.4;0.00771;0.00188;0.000059;0.1177091;210
56;459.3;0.00778;0.00189;0.000059;0.1238545;189
58;459;0.00783;0.00191;0.000060;0.1316545;196
60;459.1;0.00789;0.00192;0.000060;0.1382727;203
62;459.2;0.00795;0.00194;0.000061;0.1399273;189
64;459.5;0.00802;0.00195;0.000061;0.1392182;210
66;459.6;0.00808;0.00197;0.000062;0.1375636;189
68;459.7;0.00813;0.00198;0.000062;0.1389818;210
70;459.9;0.0082;0.00199;0.000062;0.1368545;182
72;460;0.00826;0.00201;0.000063;0.1344909;196
74;460;0.00832;0.00202;0.000063;0.1342545;196
76;460;0.00838;0.00204;0.000064;0.1401636;294
78;460;0.00844;0.00205;0.000064;0.1456;350
80;460;0.0085;0.00207;0.000065;0.1515091;329
82;460;0.00856;0.00208;0.000065;0.1500909;350
84;460.2;0.00862;0.0021;0.000066;0.1486727;329
86;460.3;0.00868;0.00211;0.000066;0.1519818;238
88;460.4;0.00874;0.00213;0.000067;0.1486727;189
90;460.6;0.0088;0.00214;0.000067;0.1486727;189
92;460.7;0.00886;0.00215;0.000067;0.1531636;203
94;460.6;0.00891;0.00217;0.000068;0.1659273;182
96;460.7;0.00898;0.00219;0.000068;0.1725455;210
98;461;0.00904;0.0022;0.000069;0.1760909;182
100;461.3;0.0091;0.00221;0.000069;0.1789273;210
102;461.6;0.00916;0.00223;0.000070;0.1749091;182
104;461.9;0.00922;0.00224;0.000070;0.1782182;196
106;462.1;0.00928;0.00226;0.000071;0.1775091;189
108;462.3;0.00934;0.00227;0.000071;0.1742;189
110;462.4;0.0094;0.00229;0.000072;0.1810545;210
112;462.4;0.00946;0.0023;0.000072;0.1935818;189
114;462.4;0.00952;0.00232;0.000073;0.1976;210
116;462.7;0.00958;0.00233;0.000073;0.2006727;189
118;463;0.00964;0.00234;0.000073;0.2002;203
120;463.3;0.0097;0.00236;0.000074;0.1985455;189
122;463.5;0.00976;0.00237;0.000074;0.2006727;217
124;463.7;0.00982;0.00239;0.000075;0.2016182;336
126;464.1;0.00988;0.0024;0.000075;0.2120182;329
128;464.8;0.00994;0.00242;0.000076;0.2309273;350
130;465.6;0.01;0.00243;0.000076;0.2387273;329
132;466.1;0.0101;0.00245;0.000077;0.2387273;322
134;466.7;0.0101;0.00246;0.000077;0.2434545;189
136;467.2;0.0102;0.00248;0.000078;0.2458182;189
138;467.6;0.0102;0.00249;0.000078;0.2458182;203
140;468.2;0.0103;0.00251;0.000078;0.2670909;189
142;468.9;0.0104;0.00252;0.000079;0.2789091;210
144;469.6;0.0104;0.00253;0.000079;0.2836364;196
146;470.2;0.0105;0.00255;0.000080;0.2883636;210
148;470.7;0.0105;0.00257;0.000080;0.2907273;189
150;471.1;0.0106;0.00258;0.000081;0.2907273;196
152;471.6;0.0107;0.00259;0.000081;0.3025455;210
154;472.4;0.0107;0.00261;0.000082;0.3190909;189
156;473.1;0.0108;0.00262;0.000082;0.3285455;210
158;473.7;0.0108;0.00264;0.000083;0.3356364;196
160;474.2;0.0109;0.00265;0.000083;0.338;210
162;474.8;0.011;0.00267;0.000083;0.3403636;196
164;475.2;0.011;0.00268;0.000084;0.3427273;196
166;475.7;0.0111;0.00269;0.000084;0.3545455;203
168;476.4;0.0111;0.00271;0.000085;0.3710909;196
170;477;0.0112;0.00272;0.000085;0.3852727;210
172;477.7;0.0113;0.00274;0.000086;0.3876364;196
174;478.2;0.0113;0.00275;0.000086;0.39;210
176;478.7;0.0114;0.00277;0.000087;0.3947273;203
178;479.2;0.0114;0.00278;0.000087;0.3994545;203
180;479.8;0.0115;0.0028;0.000088;0.416;210
182;480.3;0.0116;0.00281;0.000088;0.4278182;203
184;481;0.0116;0.00283;0.000088;0.4278182;210
186;481.4;0.0117;0.00284;0.000089;0.4325455;217
188;481.8;0.0117;0.00286;0.000089;0.4325455;343
190;482.2;0.0118;0.00287;0.000090;0.4443636;350
192;482.8;0.0119;0.00289;0.000090;0.4538182;343
194;483.3;0.0119;0.0029;0.000091;0.468;350
196;483.9;0.012;0.00291;0.000091;0.4750909;336
198;484.5;0.012;0.00293;0.000092;0.4798182;210
200;485;0.0121;0.00295;0.000092;0.4845455;210
