Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;452.8;0.0198;0.00478;0.000149;0.4750909;350
2;452.8;0.0198;0.00478;0.000149;0.4750909;350
4;452.7;0.0198;0.00478;0.000149;0.4750909;350
6;452.7;0.0197;0.00476;0.000149;0;350
8;452.4;0.0196;0.00474;0.000148;0;308
10;451.9;0.0195;0.00472;0.000148;0;308
12;451.3;0.0195;0.0047;0.000147;0;273
14;450.7;0.0194;0.00468;0.000146;0;245
16;450.3;0.0193;0.00465;0.000145;0;231
18;450.1;0.0192;0.00463;0.000145;0;231
20;449.9;0.0191;0.00461;0.000144;0;210
22;449.9;0.019;0.00458;0.000143;0;224
24;449.8;0.0189;0.00456;0.000143;0;217
26;449.8;0.0188;0.00454;0.000142;0;217
28;449.8;0.0187;0.00452;0.000141;0;231
30;449.8;0.0186;0.0045;0.000141;0;210
32;449.7;0.0185;0.00447;0.000140;0;231
34;449.7;0.0184;0.00445;0.000139;0;231
36;449.7;0.0183;0.00443;0.000138;0;238
38;449.7;0.0182;0.00441;0.000138;0;266
40;449.7;0.0182;0.00439;0.000137;0;308
42;449.8;0.0181;0.00436;0.000136;0;308
44;449.8;0.018;0.00434;0.000136;0;350
46;449.7;0.0179;0.00432;0.000135;0;350
48;449.6;0.0178;0.0043;0.000134;0;350
50;449.5;0.0177;0.00427;0.000133;0;350
52;449.4;0.0176;0.00425;0.000133;0;350
54;449.4;0.0175;0.00422;0.000132;0;350
56;449.4;0.0174;0.0042;0.000131;0;350
58;449.4;0.0173;0.00418;0.000131;0;350
60;449.4;0.0172;0.00416;0.000130;0;350
62;449.3;0.0171;0.00413;0.000129;0;350
64;449.1;0.017;0.00411;0.000128;0;350
66;449;0.0169;0.00409;0.000128;0;350
68;448.8;0.0168;0.00407;0.000127;0;350
70;448.5;0.0167;0.00404;0.000126;0;350
72;448.3;0.0166;0.00402;0.000126;0;350
74;448.2;0.0165;0.004;0.000125;0;350
76;448.2;0.0164;0.00397;0.000124;0;350
78;448.1;0.0163;0.00395;0.000123;0;350
80;448;0.0163;0.00393;0.000123;0;350
82;447.8;0.0162;0.0039;0.000122;0;350
84;447.6;0.0161;0.00388;0.000121;0;350
86;447.4;0.016;0.00386;0.000121;0;350
88;447.2;0.0159;0.00383;0.000120;0;350
90;446.9;0.0158;0.00381;0.000119;0;315
