Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
0;450.7;0.0198;0.0048;0.000150;0.4703636;350
2;450.7;0.0198;0.0048;0.000150;0.468;350
4;450.7;0.0197;0.00479;0.000150;0;350
6;450.4;0.0196;0.00477;0.000149;0;350
8;449.9;0.0195;0.00475;0.000148;0;350
10;449.2;0.0195;0.00473;0.000148;0;350
12;448.4;0.0194;0.0047;0.000147;0;350
14;448;0.0193;0.00468;0.000146;0;350
16;447.7;0.0192;0.00466;0.000146;0;350
18;447.6;0.0191;0.00464;0.000145;0;350
20;447.6;0.019;0.00462;0.000144;0;350
22;447.5;0.0189;0.00459;0.000143;0;350
24;447.5;0.0188;0.00457;0.000143;0;350
26;447.4;0.0187;0.00455;0.000142;0;350
28;447.3;0.0186;0.00452;0.000141;0;350
30;447.2;0.0185;0.0045;0.000141;0;350
32;447.1;0.0184;0.00448;0.000140;0;350
34;447.1;0.0183;0.00446;0.000139;0;350
36;447.1;0.0183;0.00444;0.000139;0;350
38;447.2;0.0182;0.00441;0.000138;0;350
40;447.3;0.0181;0.00439;0.000137;0;350
42;447.4;0.018;0.00437;0.000137;0;350
44;447.5;0.0179;0.00434;0.000136;0;350
46;447.6;0.0178;0.00432;0.000135;0;350
48;447.6;0.0177;0.0043;0.000134;0;350
50;447.5;0.0176;0.00428;0.000134;0;350
52;447.4;0.0175;0.00425;0.000133;0;343
54;447.3;0.0174;0.00423;0.000132;0;315
56;447.2;0.0173;0.00421;0.000132;0;273
58;447.1;0.0172;0.00418;0.000131;0;266
60;447;0.0171;0.00416;0.000130;0;238
62;446.8;0.017;0.00414;0.000129;0;210
64;446.7;0.0169;0.00411;0.000128;0;231
66;446.6;0.0168;0.00409;0.000128;0;231
68;446.4;0.0167;0.00407;0.000127;0;210
70;446.4;0.0166;0.00405;0.000127;0;231
72;446.3;0.0165;0.00402;0.000126;0;231
74;446.3;0.0164;0.004;0.000125;0;210
76;446.2;0.0163;0.00397;0.000124;0;231
78;446.1;0.0163;0.00395;0.000123;0;224
